address,body,label,category
HP-REALTY,Book your apartment visit with NoBroker and unlock launch pricing in Pune. https://realtydeal.co/UUysI3,spam,real_estate_lead
+918090967282,Congrats! Your RummyTime account unlocked Rs.2650 instant cash games. Join now https://t.ly/s68VRQEDI,spam,rummy_bonus
AD-INOXMX,BookMyShow: Get 1+1 movie tickets or save Rs.450 on weekend bookings. Grab now https://pvr.im/67Dx,spam,movie_ticket_offer
VM-NYKAAA,Only for you: exclusive Myntra offer up to 36% OFF + prepaid savings. https://fkrt.it/Vpotndp3X,spam,ecommerce_sale
HP-AMZON,Hurry! Meesho flash sale starts now. Claim coupon worth Rs.2200 before stock ends https://meesho.io/I6TZqL3E6R,spam,ecommerce_sale
BZ-SBICRD,Exclusive card offer from SBI Card. Zero joining fee and rewards worth Rs.2900. https://applycard.app/wdf8z02,spam,credit_card_offer
+918027440346,New app campaign live. Download today and unlock Rs.350 wallet credit https://installnow.app/LQWqrC,spam,app_install_campaign
+918229500167,Get Rs.3000 joining bonus on RummyTime and enter cash pool of Rs.3650. https://playnow.app/tOy4CqpIq,spam,rummy_bonus
JM-MY11CL,My11Circle: Join mega contest from Rs.459 and win up to Rs.187000. Create team now https://tinyurl.com/PzoyH73TO,spam,fantasy_sports
HP-POKER,"PokerBaazi: Daily poker tournament live now. Buy-in Rs.1249, prize pool Rs.140000. https://tourneys.live/FaJh1EaJ6d",spam,poker_tourney
AX-RBLBNK,You're eligible for a new ICICI Bank credit card with airport lounge benefits. Apply now https://cardsales.in/wAU2SzD,spam,credit_card_offer
+919243386690,SquareYards: New homes in Pune from Rs.2700000. Site visit offers available https://homesale.in/NRNgaU5V,spam,real_estate_lead
AX-RUMMYX,A23 Rummy offer: deposit Rs.2900 get Rs.4550 playable chips today only https://s.id/Uk4Ybn9,spam,rummy_bonus
DM-SWIGGY,Hungry? Swiggy weekend deal unlocked. Flat Rs.300 off on select restaurants https://eatsure.in/4xLuKjlQx,spam,food_delivery_offer
DM-HDFCBK,You're eligible for a new SBI Card credit card with airport lounge benefits. Apply now https://cardsales.in/DOhnHHJM,spam,credit_card_offer
AD-ZOMATO,Hungry? Zomato weekend deal unlocked. Flat Rs.75 off on select restaurants https://eatsure.in/ISUkAD5n0,spam,food_delivery_offer
VK-BLINKT,Daily essentials deal from BigBasket. Flat Rs.200 off on orders above minimum cart https://zepto.app/f9t9PlX,spam,grocery_offer
VM-ZESTMY,Simpl: Shop now and pay later. Credit line up to Rs.58500 activated for you https://bnpl.app/pRwC56Xf,spam,bnpl_offer
+917466829759,Royal Ace: VIP tables open now. Grab Rs.23300 bonus chips and spin instantly https://tinyurl.com/lY2FiQWmU,spam,casino_vip
VK-ADDA52,"PokerSaint: Daily poker tournament live now. Buy-in Rs.1499, prize pool Rs.85000. https://pokerhub.in/dqzg",spam,poker_tourney
CP-OFFERS,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.1400. https://paytm.me/gxZqSZm6KV",spam,cashback_wallet
AD-AIRTEL,Flat Rs.49 for 3GB high-speed data on Airtel. Tap to recharge https://vi.in/A4MXTQX,spam,data_pack_offer
JD-GLAMUP,"Glow up with Mamaearth. Grab lipstick, skincare and makeup deals before 14:30 https://tira.co/V435nmkD",spam,beauty_fashion_sale
VM-BNPLOK,"Your Amazon Pay Later pay-later limit is ready: Rs.74500. Use on shopping, travel and food https://bnpl.app/I7Nf3Wpd",spam,bnpl_offer
HP-SIMPLX,LazyPay: Shop now and pay later. Credit line up to Rs.53000 activated for you https://bnpl.app/gX9DZHT7,spam,bnpl_offer
DM-JIOMRT,Instamart: Save Rs.200 on grocery orders and get delivery in 30 min. Order now https://grocery-now.in/b4RRBa,spam,grocery_offer
BZ-GARAGE,Book with GoMechanic today and get flat Rs.2400 off on your next service https://servicecar.co/QE6pj1K,spam,auto_service_offer
JD-HOUSES,NoBroker: New homes in Chennai from Rs.3250000. Site visit offers available https://homesale.in/AHE2h6beB,spam,real_estate_lead
AD-SBICRD,You're eligible for a new ICICI Bank credit card with airport lounge benefits. Apply now https://cardsales.in/NxT7hB1bh9,spam,credit_card_offer
BZ-FASHON,Nykaa: Beauty & fashion sale live. Save up to 31% + Rs.350 extra off https://tira.co/fiQvnFbsg,spam,beauty_fashion_sale
+917590119368,Exclusive PariPlay VIP pass for you. Deposit today and unlock Rs.21700 reward https://vipspin.live/fXaH,spam,casino_vip
VK-PHONEP,"Freecharge: Get 15% cashback up to Rs.500 on recharge, bill pay & scan and pay. Use now https://phone.pe/aaesOOC",spam,cashback_wallet
JD-SWIGGY,Your Zomato coupon is live. Use code SAVE362 and save Rs.200. https://foodoffers.app/YP9fM5SAhJ,spam,food_delivery_offer
DM-NYKAAA,Mamaearth: Beauty & fashion sale live. Save up to 56% + Rs.1450 extra off https://nykaa.com/5HJuxBlu,spam,beauty_fashion_sale
VK-EDTECH,"Admissions open on UpGrad. Limited seats, expert mentors, easy EMI. Enrol now https://upgrad.co/VcdIraR0Q",spam,edtech_promo
+918214670802,Need cash? Navi can disburse Rs.360000 directly to your bank. Apply now https://applyloan.co/GaRD,spam,instant_loan_offer
CP-FOODIE,Zomato: Get up to 56% OFF + free delivery on your next order. Save up to Rs.125. https://zoma.to/FVqChg,spam,food_delivery_offer
AX-INVITE,Your PhonePe referral campaign is live. Share code 52R3AK and get Rs.275. https://refer.app/wJnO4nIYo,spam,referral_program
TX-MONEYV,KreditBee: Instant personal loan up to Rs.74000 at 1.51% monthly. Apply in 2 min https://cashnow.app/5mEo9iHw,spam,instant_loan_offer
VK-MY11CL,Your fantasy wallet is eligible for booster contest on My11Circle. Join now https://short.gy/YG42CJTr2,spam,fantasy_sports
BZ-SIMPLX,Split bills with Amazon Pay Later. No-cost EMI and pay-later limit up to Rs.36500. https://paylater.in/Mtq4o,spam,bnpl_offer
BZ-HDFCBK,Axis Bank: Upgrade to a premium card and get 23% cashback + 3800 bonus points. Apply https://cardperks.co/bo5fXpzHxf,spam,credit_card_offer
CP-INVITE,Invite friends to Zomato with code OBC2F8 and earn Rs.825 for every signup https://refer.app/wRZtLDX3zu,spam,referral_program
JM-AUTOFX,Need a used car or service? Cars24 has special deals waiting for you https://autodeal.app/vhbD,spam,auto_service_offer
AX-KREDIT,Navi: Instant personal loan up to Rs.169000 at 1.62% monthly. Apply in 2 min https://t.ly/ADSgoViyg,spam,instant_loan_offer
JD-HDFCBK,You're eligible for a new RBL Bank credit card with airport lounge benefits. Apply now https://cardperks.co/O8OqIi4omE,spam,credit_card_offer
+918491696811,New app campaign live. Download today and unlock Rs.400 wallet credit https://appbonus.in/t3cnKU,spam,app_install_campaign
JM-GOIBIB,Travel with Ixigo and enjoy up to 19% off on summer bookings. https://mmt.to/GgRPIuwCo,spam,travel_flash_sale
TX-NYKAAA,Nykaa: Beauty & fashion sale live. Save up to 27% + Rs.300 extra off https://nykaa.com/xiVw3N,spam,beauty_fashion_sale
+919282956177,Pre-approved offer from PaySense. Get up to Rs.182000 today with minimal docs https://applyloan.co/sRZBSiM,spam,instant_loan_offer
+917362009514,"Play roulette, slots and live casino on JeetWin. Bonus up to Rs.14500. https://lihi.cc/3lnXor0",spam,casino_vip
VK-AXISBK,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.7000. https://applycard.app/5R97Ep5,spam,credit_card_offer
BZ-TOURNY,Final call: PokerBaazi tournament starts at 14:00. Join from Rs.1399. https://tinyurl.com/6H5VaeW6,spam,poker_tourney
AX-RUMMYX,Get Rs.800 joining bonus on RummyCircle and enter cash pool of Rs.3950. https://tinyurl.com/DsR1U,spam,rummy_bonus
JM-GOIBIB,MakeMyTrip: Flash sale live. Save up to Rs.5900 on flights & hotels. Book now https://yatraa.in/cVLjzTkIPu,spam,travel_flash_sale
VK-TICKTS,"Explore comedy, music and workshops on CampusBuzz. Early-bird prices active https://district.in/bPlr0wZ",spam,local_event_promo
VM-MAKEMY,Ixigo: Flash sale live. Save up to Rs.5100 on flights & hotels. Book now https://mmt.to/KDGKnZkXq1,spam,travel_flash_sale
CP-AIRTEL,Grab your Jio booster pack of 2GB/day. Recharge at just Rs.199. https://vi.in/d1QFb0,spam,telecom_recharge
JM-RBLBNK,ICICI Bank: Upgrade to a premium card and get 8% cashback + 6400 bonus points. Apply https://cardsales.in/7qdYvRMIQX,spam,credit_card_offer
DM-COURSE,New learner offer from PhysicsWallah. Save Rs.12500 on job-ready programs today https://studyoffer.app/LKTinulhup,spam,edtech_promo
TX-JIODAT,Vi: Need more data? Get 2GB booster at Rs.9 only. Activate now https://datadeal.app/wswc3zBwDG,spam,data_pack_offer
HP-MESHOO,Hurry! Flipkart flash sale starts now. Claim coupon worth Rs.4700 before stock ends https://amzn.to/iOJr,spam,ecommerce_sale
JM-VODAFO,Special Jio recharge pack live now. Save on prepaid plan before 15:30 https://vi.in/735Md7DL,spam,telecom_recharge
+919579438383,Limited period: Fibe reduces processing fee on loans up to Rs.355000. https://s.id/HNks2,spam,instant_loan_offer
TX-ZEPTOO,Daily essentials deal from Zepto. Flat Rs.125 off on orders above minimum cart https://jiomart.com/xj4yxL,spam,grocery_offer
BZ-GOIBIB,Travel with Ixigo and enjoy up to 26% off on summer bookings. https://mmt.to/OJnR,spam,travel_flash_sale
VM-INVITE,Refer & earn on Swiggy: flat Rs.500 per successful install. Start now https://earnbonus.co/LNbCWd3,spam,referral_program
VM-EVENTS,"Explore comedy, music and workshops on BookMyShow Live. Early-bird prices active https://district.in/QYvh28muV",spam,local_event_promo
HP-ZEPTOO,Quick grocery savings with Instamart. Extra coupon active till 21:45 https://blinkit.com/UoYl,spam,grocery_offer
+918664484631,Exclusive MegaSpin VIP pass for you. Deposit today and unlock Rs.1700 reward https://vipspin.live/EjZ0,spam,casino_vip
VK-PAYTM,"Amazon Pay: Get 24% cashback up to Rs.700 on recharge, bill pay & scan and pay. Use now https://offers.wallet/KJ3NA",spam,cashback_wallet
TX-INVITE,Your Swiggy referral campaign is live. Share code DLM9NW and get Rs.575. https://invite-now.in/MifmI,spam,referral_program
TX-CAMPUS,"Explore comedy, music and workshops on SkillFest. Early-bird prices active https://livepass.app/5p7u7e",spam,local_event_promo
VM-INVITE,Your Freecharge referral campaign is live. Share code HE2O1J and get Rs.175. https://earnbonus.co/XcwUp9,spam,referral_program
VK-COURSE,"Admissions open on PhysicsWallah. Limited seats, expert mentors, easy EMI. Enrol now https://studyoffer.app/JOQ7S",spam,edtech_promo
JM-SBICRD,You're eligible for a new SBI Card credit card with airport lounge benefits. Apply now https://cardperks.co/XLV6IS4Z,spam,credit_card_offer
AD-NOBRKR,SquareYards: New homes in Pune from Rs.2250000. Site visit offers available https://propertylead.app/HBeznFT,spam,real_estate_lead
+917311036149,Congrats! Your RummyCircle account unlocked Rs.8950 instant cash games. Join now https://lihi.cc/Hviir,spam,rummy_bonus
BZ-PHONEP,Limited offer from Paytm. Flat Rs.1050 cashback on first UPI payment today https://freecharge.in/FB9Z,spam,cashback_wallet
JD-JERUMY,Junglee Rummy offer: deposit Rs.2350 get Rs.7500 playable chips today only https://t.ly/bEOacyju,spam,rummy_bonus
+917248036458,Limited period: Fibe reduces processing fee on loans up to Rs.87000. https://short.gy/hbmENT,spam,instant_loan_offer
DM-TRAVEL,Weekend getaway alert from Goibibo. Extra Rs.4200 off with limited seats. https://goibibo.in/p7Uw,spam,travel_flash_sale
VM-STUDYX,Unacademy: Upgrade your career with up to 50% scholarship on premium courses. Apply https://learn-now.in/E2Q6p,spam,edtech_promo
DM-INSTAL,New app campaign live. Download today and unlock Rs.230 wallet credit https://lihi.cc/M4TqG,spam,app_install_campaign
CP-BLINKT,Quick grocery savings with Zepto. Extra coupon active till 21:30 https://zepto.app/k7ZXB1n,spam,grocery_offer
CP-JLRUMY,RummyTime: Free Rs.1050 welcome bonus + up to Rs.10300 cash table. Play now https://s.id/2ikKurfw,spam,rummy_bonus
VK-FANTSY,Tonight's match on Dream11 has Rs.32500 prize pool. Entry starts Rs.269. https://leaguezone.in/vT8GK,spam,fantasy_sports
HP-DREAM,Your fantasy wallet is eligible for booster contest on MPL Fantasy. Join now https://cutt.ly/pBrmkY,spam,fantasy_sports
CP-CAMPUS,Your city pass from BookMyShow Live unlocks discounts on shows in Pune. Grab it now https://eventsnow.in/oIrZUOSc,spam,local_event_promo
AD-MEGASL,Celebrate with Meesho. Limited festival deal unlocked for your number. Shop now https://salezone.app/7vEQr,spam,festival_sale
AD-INOXMX,Tonight only on Paytm Movies: popcorn combo + ticket discounts. Save Rs.500. https://bookmy.show/ZwoP0,spam,movie_ticket_offer
DM-AMZON,Meesho Sale Live: Up to 29% off on top picks. Extra Rs.2800 off today https://myntra.com/ZxbZ4wUb,spam,ecommerce_sale
AX-MY11CL,Tonight's match on MPL Fantasy has Rs.73500 prize pool. Entry starts Rs.939. https://leaguezone.in/owINuY8fk1,spam,fantasy_sports
DM-POKER,Register on PokerSaint and claim seat in today's Rs.45000 GTD event. https://tourneys.live/OgJuLxabO,spam,poker_tourney
AX-STUDYX,SkillUp: Upgrade your career with up to 31% scholarship on premium courses. Apply https://studyoffer.app/ZSciZ,spam,edtech_promo
TX-INVITE,Refer & earn on Zomato: flat Rs.600 per successful install. Start now https://refer.app/3J2eswmB,spam,referral_program
JD-MOVIES,INOX: Get 1+1 movie tickets or save Rs.400 on weekend bookings. Grab now https://movieoffer.in/pgQ6H0cDAZ,spam,movie_ticket_offer
+917720189026,Install the featured app from Google Play and earn reward up to Rs.380. Start now https://lihi.cc/qiCdj,spam,app_install_campaign
AD-JIODAT,Airtel: Need more data? Get 10GB booster at Rs.99 only. Activate now https://airtel.in/vGmL9c1m8E,spam,data_pack_offer
JM-EDTECH,"Admissions open on Unacademy. Limited seats, expert mentors, easy EMI. Enrol now https://learn-now.in/n9gp6fZ5o",spam,edtech_promo
VM-SBICRD,SBI Card: Upgrade to a premium card and get 12% cashback + 7900 bonus points. Apply https://cardperks.co/RnOXk5,spam,credit_card_offer
+918521397923,Need cash? Fibe can disburse Rs.320000 directly to your bank. Apply now https://loanfast.in/l1tI5,spam,instant_loan_offer
VM-REALTY,Housing: New homes in Chennai from Rs.4150000. Site visit offers available https://homesale.in/yZh1jM,spam,real_estate_lead
CP-AMZON,Flipkart Sale Live: Up to 35% off on top picks. Extra Rs.2100 off today https://myntra.com/3gBH,spam,ecommerce_sale
BZ-WINVIP,"Play roulette, slots and live casino on WinBuzz. Bonus up to Rs.44300. https://vipspin.live/VXoM",spam,casino_vip
AX-FANTSY,Only today: extra cashback on Gamezy fantasy leagues. Play and win Rs.58500. https://short.gy/VQsKJbi8,spam,fantasy_sports
AX-YATRAA,Goibibo: Flash sale live. Save up to Rs.4200 on flights & hotels. Book now https://yatraa.in/xxaiyTV0,spam,travel_flash_sale
VM-SIMPLX,Split bills with Flipkart Pay Later. No-cost EMI and pay-later limit up to Rs.62500. https://paylater.in/RE87M2,spam,bnpl_offer
JM-WELLNS,"Tata 1mg: Save up to 18% on wellness plans, lab tests and supplements today https://medsave.co/Ih76",spam,wellness_offer
JD-MY11CL,MPL Fantasy: Join mega contest from Rs.379 and win up to Rs.198000. Create team now https://fantasy11.app/iqle,spam,fantasy_sports
AD-ZESTMY,Split bills with Simpl. No-cost EMI and pay-later limit up to Rs.20000. https://bnpl.app/Tjp6S25,spam,bnpl_offer
CP-VIOFER,Flat Rs.29 for 5GB high-speed data on BSNL. Tap to recharge https://jio.com/NrdS,spam,data_pack_offer
VM-FANTSY,MPL Fantasy: Join mega contest from Rs.839 and win up to Rs.76000. Create team now https://bit.ly/wsjKgn,spam,fantasy_sports
BZ-REFRAL,Invite friends to Amazon with code JTVTOK and earn Rs.325 for every signup https://refer.app/kgSwNiKmK,spam,referral_program
CP-COURSE,"Admissions open on BYJUS. Limited seats, expert mentors, easy EMI. Enrol now https://upgrad.co/Wrzx7",spam,edtech_promo
JM-RUMMYX,Weekend rummy dhamaka on A23 Rummy. Win up to Rs.6150 cash. Register now https://rmy.onl/Slj9C2Ef,spam,rummy_bonus
JM-JIOMRT,Instamart: Save Rs.250 on grocery orders and get delivery in 20 min. Order now https://jiomart.com/kWo0s,spam,grocery_offer
JD-JLRUMY,PokerBaazi offer: deposit Rs.1350 get Rs.8950 playable chips today only https://rb.gy/fDMcWFhDi,spam,rummy_bonus
DM-OFFERS,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.1800. https://paytm.me/abhV",spam,cashback_wallet
JD-JIODAT,Your Jio data booster is available. Buy 5GB for Rs.29 before midnight https://airtel.in/evmJwFp5,spam,data_pack_offer
TX-ZESTMY,"Your LazyPay pay-later limit is ready: Rs.82500. Use on shopping, travel and food https://paylater.in/Nk3BSoj",spam,bnpl_offer
AD-ZESTMY,Flipkart Pay Later: Shop now and pay later. Credit line up to Rs.63500 activated for you https://paylater.in/4tSsMh,spam,bnpl_offer
AX-MY11CL,My11Circle: Join mega contest from Rs.139 and win up to Rs.68500. Create team now https://rb.gy/K8KEp,spam,fantasy_sports
CP-EARNBK,Refer & earn on Amazon Pay: flat Rs.225 per successful install. Start now https://refer.app/izSFrJqEz,spam,referral_program
VM-AXISBK,You're eligible for a new SBI Card credit card with airport lounge benefits. Apply now https://cardsales.in/hJfNFu5XJr,spam,credit_card_offer
VM-VODAFO,Grab your Airtel booster pack of 2GB/day. Recharge at just Rs.309. https://airtel.in/jc0vjBL,spam,telecom_recharge
VM-DREAM,MPL Fantasy: Join mega contest from Rs.359 and win up to Rs.70500. Create team now https://fantasy11.app/Pz3R,spam,fantasy_sports
AX-EDTECH,New learner offer from PhysicsWallah. Save Rs.15000 on job-ready programs today https://studyoffer.app/3BdDT,spam,edtech_promo
AX-FANTSY,Your fantasy wallet is eligible for booster contest on My11Circle. Join now https://play11.win/wrxXCYj,spam,fantasy_sports
CP-DREAM,Only today: extra cashback on Gamezy fantasy leagues. Play and win Rs.194500. https://play11.win/tvkrEnk6,spam,fantasy_sports
VM-DREAM,Only today: extra cashback on My11Circle fantasy leagues. Play and win Rs.77500. https://rb.gy/IKrTAIqOk,spam,fantasy_sports
BZ-JIOMRT,Daily essentials deal from Blinkit. Flat Rs.475 off on orders above minimum cart https://zepto.app/84ofLU,spam,grocery_offer
DM-FANTSY,Your fantasy wallet is eligible for booster contest on MPL Fantasy. Join now https://rb.gy/LkhTk,spam,fantasy_sports
JD-INVITE,Your Freecharge referral campaign is live. Share code P90NE6 and get Rs.975. https://earnbonus.co/NNNZ4,spam,referral_program
JM-CASHBK,"Your Freecharge promo is active now. Shop, recharge or pay bills to earn Rs.750. https://offers.wallet/SnEtoalBY",spam,cashback_wallet
DM-BIGDAY,Celebrate with Nykaa. Limited festival deal unlocked for your number. Shop now https://salezone.app/x7pTNh1VVr,spam,festival_sale
VM-ADDA52,Register on PokerBaazi and claim seat in today's Rs.180000 GTD event. https://pokerhub.in/hM4z,spam,poker_tourney
+919903916181,Install the featured app from App Bazaar and earn reward up to Rs.410. Start now https://appbonus.in/HSM00,spam,app_install_campaign
TX-BNPLOK,Split bills with Flipkart Pay Later. No-cost EMI and pay-later limit up to Rs.22500. https://bnpl.app/OuljMvK,spam,bnpl_offer
HP-MAKEMY,MakeMyTrip: Flash sale live. Save up to Rs.4500 on flights & hotels. Book now https://mmt.to/8UqP1O,spam,travel_flash_sale
+919766175750,Weekend rummy dhamaka on Junglee Rummy. Win up to Rs.5100 cash. Register now https://s.id/pI6Qh2UVv,spam,rummy_bonus
CP-CASINO,WinBuzz: VIP tables open now. Grab Rs.42700 bonus chips and spin instantly https://bit.ly/TwIFl8,spam,casino_vip
BZ-EARNBK,Invite friends to Nykaa with code AQ1DRR and earn Rs.750 for every signup https://earnbonus.co/oUEYO0S,spam,referral_program
AD-FANTSY,Only today: extra cashback on Gamezy fantasy leagues. Play and win Rs.185000. https://t.ly/t3IkrQX7x,spam,fantasy_sports
VK-MONEYV,Limited period: Navi reduces processing fee on loans up to Rs.215000. https://applyloan.co/pjtw,spam,instant_loan_offer
CP-YATRAA,Cleartrip: Flash sale live. Save up to Rs.1500 on flights & hotels. Book now https://goibibo.in/GVHAmxN,spam,travel_flash_sale
TX-BEAUTY,"Glow up with Mamaearth. Grab lipstick, skincare and makeup deals before 19:45 https://beautydeals.app/thoise1ShM",spam,beauty_fashion_sale
+918918455907,Get Rs.1200 joining bonus on PokerBaazi and enter cash pool of Rs.6850. https://tinyurl.com/3EYUz,spam,rummy_bonus
JM-JIODAT,Flat Rs.49 for 10GB high-speed data on Jio. Tap to recharge https://airtel.in/frzJSmQzY,spam,data_pack_offer
VK-AUTOFX,Need a used car or service? Spinny has special deals waiting for you https://servicecar.co/mcV4Gq1jn,spam,auto_service_offer
JD-RBLBNK,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.1000. https://cardsales.in/jLGv3O,spam,credit_card_offer
DM-INOXMX,Tonight only on BookMyShow: popcorn combo + ticket discounts. Save Rs.450. https://pvr.im/1hekqj,spam,movie_ticket_offer
AX-PHONEP,"Paytm: Get 34% cashback up to Rs.1450 on recharge, bill pay & scan and pay. Use now https://freecharge.in/BQp0",spam,cashback_wallet
JD-AMZON,Hurry! Flipkart flash sale starts now. Claim coupon worth Rs.300 before stock ends https://amzn.to/ipSW74,spam,ecommerce_sale
BZ-CAMPUS,CampusBuzz: Live events in Mumbai this weekend. Tickets from Rs.1050. Book now https://livepass.app/WlNXrIt,spam,local_event_promo
TX-JERUMY,PokerBaazi offer: deposit Rs.250 get Rs.3450 playable chips today only https://gmg.im/pMsy,spam,rummy_bonus
AX-NYKAAA,Tira: Beauty & fashion sale live. Save up to 52% + Rs.1450 extra off https://purplle.com/3fon,spam,beauty_fashion_sale
BZ-PAYTM,Pay via PhonePe before 21:15 and grab extra 28% cashback. T&C apply https://offers.wallet/KiYbI,spam,cashback_wallet
AD-KREDIT,Pre-approved offer from Navi. Get up to Rs.195000 today with minimal docs https://applyloan.co/E4s6R,spam,instant_loan_offer
CP-PVRCIN,Tonight only on BookMyShow: popcorn combo + ticket discounts. Save Rs.200. https://bookmy.show/ZUOTHbHtu,spam,movie_ticket_offer
+919082420194,Tap to install and collect bonus up to Rs.60. Limited devices only https://rb.gy/necalN7,spam,app_install_campaign
AD-FANTSY,Only today: extra cashback on Vision11 fantasy leagues. Play and win Rs.116500. https://t.ly/kPlZL,spam,fantasy_sports
JM-MONEYV,Limited period: KreditBee reduces processing fee on loans up to Rs.500000. https://s.id/o9nJsA4q,spam,instant_loan_offer
VM-FESTIV,Mega savings are live on Meesho. Use your festive coupon before stock ends https://salezone.app/fRdBYXF,spam,festival_sale
VK-DIGIT,Renew or buy with ICICI Lombard and save more on your policy premium today https://policybzr.com/24HBMbT2c,spam,insurance_marketing
BZ-RBLBNK,Exclusive card offer from RBL Bank. Zero joining fee and rewards worth Rs.2300. https://applycard.app/C8vlv2BY9K,spam,credit_card_offer
AX-POKER,Final call: Adda52 tournament starts at 10:10. Join from Rs.799. https://short.gy/3WSszUi0,spam,poker_tourney
VK-TOURNY,"PokerSaint: Daily poker tournament live now. Buy-in Rs.899, prize pool Rs.266000. https://pokerhub.in/5rQ75CU9",spam,poker_tourney
VK-YATRAA,MakeMyTrip: Flash sale live. Save up to Rs.4900 on flights & hotels. Book now https://tripoffer.co/b4jjD,spam,travel_flash_sale
AX-DREAM,Dream11: Join mega contest from Rs.539 and win up to Rs.167500. Create team now https://short.gy/pcYNPR,spam,fantasy_sports
AX-ICICIB,SBI Card: Upgrade to a premium card and get 8% cashback + 4100 bonus points. Apply https://applycard.app/7jrfh,spam,credit_card_offer
DM-BLINKT,BigBasket: Save Rs.300 on grocery orders and get delivery in 15 min. Order now https://grocery-now.in/IX33qLp7,spam,grocery_offer
HP-GARAGE,Book with GoMechanic today and get flat Rs.700 off on your next service https://servicecar.co/4dqxRF,spam,auto_service_offer
DM-SIMPLX,Simpl: Shop now and pay later. Credit line up to Rs.79500 activated for you https://bnpl.app/Cdied,spam,bnpl_offer
AX-AIRTEL,Special BSNL recharge pack live now. Save on prepaid plan before 13:15 https://airtel.in/cX0D5i,spam,telecom_recharge
BZ-FESTIV,Festive sale on Nykaa: up to 64% OFF + extra Rs.1500 off today only https://s.id/ytk0YPM,spam,festival_sale
+918418729438,RummyTime: Free Rs.2300 welcome bonus + up to Rs.5500 cash table. Play now https://playnow.app/VEFJqH9HU,spam,rummy_bonus
AD-VODAFO,Vi: Recharge with Rs.379 and get 2GB/day + OTT benefits today https://recharge-now.app/eXI04,spam,telecom_recharge
AD-HLTHPL,Star Health: Health cover up to Rs.200000 with cashless hospitals. Compare plans now https://policybzr.com/3ti9,spam,insurance_marketing
JD-POLICY,Acko: Health cover up to Rs.800000 with cashless hospitals. Compare plans now https://policybzr.com/Z1p9OZwv,spam,insurance_marketing
DM-FANTSY,Only today: extra cashback on Dream11 fantasy leagues. Play and win Rs.15500. https://s.id/rtL39i,spam,fantasy_sports
CP-DREAM,Only today: extra cashback on MPL Fantasy fantasy leagues. Play and win Rs.46500. https://leaguezone.in/fMKeN2,spam,fantasy_sports
+919857803436,Limited period: Navi reduces processing fee on loans up to Rs.399000. https://loanfast.in/yqcAGS,spam,instant_loan_offer
AX-BOOKMY,Your movie pass is waiting. Book on Paytm Movies and unlock flat Rs.250 off https://pvr.im/RxOOLp,spam,movie_ticket_offer
+917965040037,New app campaign live. Download today and unlock Rs.330 wallet credit https://installnow.app/6GH0tncatn,spam,app_install_campaign
JD-JERUMY,Get Rs.2050 joining bonus on Junglee Rummy and enter cash pool of Rs.1450. https://s.id/h1Ba7,spam,rummy_bonus
DM-CASHBK,Pay via Freecharge before 11:45 and grab extra 11% cashback. T&C apply https://offers.wallet/1b0Y9l,spam,cashback_wallet
JM-PAYTM,"Your Amazon Pay promo is active now. Shop, recharge or pay bills to earn Rs.1700. https://phone.pe/S5IkzYkW",spam,cashback_wallet
HP-PAYTM,"Paytm: Get 13% cashback up to Rs.300 on recharge, bill pay & scan and pay. Use now https://phone.pe/piff24m4",spam,cashback_wallet
HP-VODAFO,Grab your Vi booster pack of 1GB/day. Recharge at just Rs.199. https://vi.in/YiyNE6q,spam,telecom_recharge
+917414916163,Tap to install and collect bonus up to Rs.110. Limited devices only https://cutt.ly/IQ4VqS,spam,app_install_campaign
DM-BOOKMY,Paytm Movies: Get 1+1 movie tickets or save Rs.350 on weekend bookings. Grab now https://pvr.im/7Gzx8nIVIY,spam,movie_ticket_offer
JM-GOIBIB,Goibibo: Flash sale live. Save up to Rs.7800 on flights & hotels. Book now https://tripoffer.co/Bn7a,spam,travel_flash_sale
DM-DATAPK,Flat Rs.69 for 3GB high-speed data on Vi. Tap to recharge https://jio.com/Bipzf7LJ6q,spam,data_pack_offer
BZ-GETAPP,Tap to install and collect bonus up to Rs.140. Limited devices only https://play.google.com/Cd1d,spam,app_install_campaign
JM-POKER,Register on Adda52 and claim seat in today's Rs.94000 GTD event. https://short.gy/nQFKrJ,spam,poker_tourney
AD-PAYTM,"Your Amazon Pay promo is active now. Shop, recharge or pay bills to earn Rs.550. https://freecharge.in/7ODM0",spam,cashback_wallet
VK-BOOKMY,Tonight only on Paytm Movies: popcorn combo + ticket discounts. Save Rs.500. https://pvr.im/6TLNke6,spam,movie_ticket_offer
DM-ZEPTOO,Daily essentials deal from BigBasket. Flat Rs.250 off on orders above minimum cart https://jiomart.com/byAAYWD,spam,grocery_offer
VM-JLRUMY,Junglee Rummy offer: deposit Rs.700 get Rs.9950 playable chips today only https://cutt.ly/OjkeaBK,spam,rummy_bonus
AD-TOURNY,Register on Spartan Poker and claim seat in today's Rs.191000 GTD event. https://cutt.ly/noAF8Df,spam,poker_tourney
DM-VIOFER,Vi: Need more data? Get 2GB booster at Rs.19 only. Activate now https://vi.in/NAuodXn8,spam,data_pack_offer
